,Video Name,Length,Average Band Energy,Avg Intensity,Max Intensity,Mean Intensity,Range Intensity,SD Intensity,Avg Pitch,Max Pitch,Mean Pitch,Range Pitch,SD Pitch,Mean F1,Mean F2,Mean F3,Mean B1,Mean B2,Mean B3,SD F1,SD F2,SD F3,Mean F2/F1,Mean F3/F1,SD F2/F1,SD F3/F1
0,file.wav,176.91283446712018,0.017366913220670927,53.90077300685537,82.44921285051257,7.385381163455293,75.06383168705727,11.273608718898446,170.6890547717588,591.1373540023344,86.50776847709047,504.62958552524395,77.5906462734966,689.9271933527494,1676.8867292456841,2702.265962352763,381.5975227543738,549.570287968588,685.4954935034212,278.3150058054944,341.19699100812534,445.40893233728207,2.8417816686036708,4.606020590497343,1.4838459053443571,2.4357152903610975
